Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","kg/An","298","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2024","2024","g/An","1994","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2024","2024","g/An","2142","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2024","2024","kg/An","16","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","kg/An","81","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2024","2024","kg/An","24","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5424","Yield/Carcass Weight","21124","Meat of turkeys, fresh or chilled","2024","2024","g/An","3433","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0118","Millet","2024","2024","kg/ha","1023.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0117","Oats","2024","2024","kg/ha","1772.2","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01450","Olives","2024","2024","kg/ha","2487.5","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","57713.6","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01323","Oranges","2024","2024","kg/ha","19620.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","5654.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","kg/ha","3285.8","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01329","Other citrus fruit, n.e.c.","2024","2024","kg/ha","11100.5","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","kg/ha","1792.3","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01319","Other tropical fruits, n.e.c.","2024","2024","kg/ha","5693.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2024","2024","kg/ha","35024.9","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01317","Papayas","2024","2024","kg/ha","19341.5","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01345","Peaches and nectarines","2024","2024","kg/ha","7075.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01342.01","Pears","2024","2024","kg/ha","16875.3","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01705","Peas, dry","2024","2024","kg/ha","1187.5","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01242","Peas, green","2024","2024","kg/ha","4076.8","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01359.01","Persimmons","2024","2024","kg/ha","8557.7","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01318","Pineapples","2024","2024","kg/ha","41165.6","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01375","Pistachios, in shell","2024","2024","kg/ha","1010","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01346","Plums and sloes","2024","2024","kg/ha","7085.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01321","Pomelos and grapefruits","2024","2024","kg/ha","14187.3","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01510","Potatoes","2024","2024","kg/ha","40784.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01235","Pumpkins, squash and gourds","2024","2024","kg/ha","21009.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01443","Rape or colza seed","2024","2024","kg/ha","1860.1","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01353.01","Raspberries","2024","2024","kg/ha","2706.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","02951.01","Raw hides and skins of cattle","2024","2024","kg/An","35","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","02954","Raw hides and skins of goats or kids","2024","2024","kg/An","5","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","02953","Raw hides and skins of sheep or lambs","2024","2024","kg/An","5","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5417","Yield/Carcass Weight","02211","Raw milk of cattle","2024","2024","kg/An","6518","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0113","Rice","2024","2024","kg/ha","11914.4","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0116","Rye","2024","2024","kg/ha","693.9","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01446","Safflower seed","2024","2024","kg/ha","581.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01921.01","Seed cotton, unginned","2024","2024","kg/ha","5064.4","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0114","Sorghum","2024","2024","kg/ha","3151.2","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0141","Soya beans","2024","2024","kg/ha","2968.2","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01215","Spinach","2024","2024","kg/ha","6257.3","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01354","Strawberries","2024","2024","kg/ha","23765.9","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01801","Sugar beet","2024","2024","kg/ha","32037","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01802","Sugar cane","2024","2024","kg/ha","87657.2","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","1517.2","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01530","Sweet potatoes","2024","2024","kg/ha","41794.3","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01324","Tangerines, mandarins, clementines","2024","2024","kg/ha","24286.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01234","Tomatoes","2024","2024","kg/ha","83340","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01191","Triticale","2024","2024","kg/ha","1534.3","A","Official figure",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01929.02","True hemp, raw or retted","2024","2024","kg/ha","12600","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01709.01","Vetches","2024","2024","kg/ha","212.2","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01376","Walnuts, in shell","2024","2024","kg/ha","411.1","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","01221","Watermelons","2024","2024","kg/ha","49434.7","E","Estimated value",""
"QCL","Crops and livestock products","036","Australia","5412","Yield","0111","Wheat","2024","2024","kg/ha","2611.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01341","Apples","2024","2024","kg/ha","29357.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01343","Apricots","2024","2024","kg/ha","7595.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01211","Asparagus","2024","2024","kg/ha","3578.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0115","Barley","2024","2024","kg/ha","5731.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01355.01","Blueberries","2024","2024","kg/ha","7346.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01702","Broad beans and horse beans, dry","2024","2024","kg/ha","2270","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01243","Broad beans and horse beans, green","2024","2024","kg/ha","3929.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01212","Cabbages","2024","2024","kg/ha","44650","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","62154.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","21911.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01199.90","Cereals n.e.c.","2024","2024","kg/ha","2026.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","32120","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","100357.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01232","Cucumbers and gherkins","2024","2024","kg/ha","134343.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01351.01","Currants","2024","2024","kg/ha","9090.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01233","Eggplants (aubergines)","2024","2024","kg/ha","166000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01330","Grapes","2024","2024","kg/ha","5852.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01252","Green garlic","2024","2024","kg/ha","5066.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01659","Hop cones","2024","2024","kg/ha","1142.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01254","Leeks and other alliaceous vegetables","2024","2024","kg/ha","44055.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01214","Lettuce and chicory","2024","2024","kg/ha","29787.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01441","Linseed","2024","2024","kg/ha","1015.4","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01709.02","Lupins","2024","2024","kg/ha","1538.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","9899.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","kg/An","334","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2024","2024","kg/An","11","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","kg/An","98","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2024","2024","kg/An","20","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01199.02","Mixed grain","2024","2024","kg/ha","4602.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0117","Oats","2024","2024","kg/ha","3896.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","49047.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","3933.3","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01449.90","Other oil seeds, n.e.c.","2024","2024","kg/ha","719.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01349.10","Other pome fruits","2024","2024","kg/ha","21000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01709.90","Other pulses n.e.c.","2024","2024","kg/ha","2098.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2024","2024","kg/ha","19122.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01345","Peaches and nectarines","2024","2024","kg/ha","13111.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01342.01","Pears","2024","2024","kg/ha","89245.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01705","Peas, dry","2024","2024","kg/ha","2042.8","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01242","Peas, green","2024","2024","kg/ha","4208.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01346","Plums and sloes","2024","2024","kg/ha","71000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01510","Potatoes","2024","2024","kg/ha","31673.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01235","Pumpkins, squash and gourds","2024","2024","kg/ha","33581.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01443","Rape or colza seed","2024","2024","kg/ha","3013.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01353.01","Raspberries","2024","2024","kg/ha","7400","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","02211","Raw milk of cattle","2024","2024","kg/An","7504","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","02292","Raw milk of goats","2024","2024","kg/An","436","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5417","Yield/Carcass Weight","02291","Raw milk of sheep","2024","2024","kg/An","414","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0116","Rye","2024","2024","kg/ha","4000.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0114","Sorghum","2024","2024","kg/ha","6625.5","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01344.01","Sour cherries","2024","2024","kg/ha","34000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0141","Soya beans","2024","2024","kg/ha","2776.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01215","Spinach","2024","2024","kg/ha","23672.1","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01354","Strawberries","2024","2024","kg/ha","12794.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01801","Sugar beet","2024","2024","kg/ha","79881.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01445","Sunflower seed","2024","2024","kg/ha","2383.2","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01234","Tomatoes","2024","2024","kg/ha","290500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01191","Triticale","2024","2024","kg/ha","5108.6","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01929.02","True hemp, raw or retted","2024","2024","kg/ha","3890.9","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01376","Walnuts, in shell","2024","2024","kg/ha","19000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","01221","Watermelons","2024","2024","kg/ha","40166.7","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5412","Yield","0111","Wheat","2024","2024","kg/ha","5747","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01341","Apples","2024","2024","kg/ha","35719.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01211","Asparagus","2024","2024","kg/ha","4500","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","0115","Barley","2024","2024","kg/ha","6249.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01355.01","Blueberries","2024","2024","kg/ha","5272.7","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01702","Broad beans and horse beans, dry","2024","2024","kg/ha","4702.1","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01212","Cabbages","2024","2024","kg/ha","30578.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","68548.7","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","22072.7","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01199.90","Cereals n.e.c.","2024","2024","kg/ha","3472.5","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","4622.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","272333.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01232","Cucumbers and gherkins","2024","2024","kg/ha","424857.1","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01351.01","Currants","2024","2024","kg/ha","8714.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01233","Eggplants (aubergines)","2024","2024","kg/ha","543000","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01929.01","Flax, raw or retted","2024","2024","kg/ha","4921.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01254","Leeks and other alliaceous vegetables","2024","2024","kg/ha","41615.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01214","Lettuce and chicory","2024","2024","kg/ha","43709.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","8328.5","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","kg/An","308","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2024","2024","g/An","1716","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","21122","Meat of ducks, fresh or chilled","2024","2024","g/An","3138","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2024","2024","kg/An","16","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","kg/An","101","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2024","2024","kg/An","22","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","0117","Oats","2024","2024","kg/ha","4386.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","33707.2","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","14604.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","kg/ha","22125","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01709.90","Other pulses n.e.c.","2024","2024","kg/ha","4223.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01342.01","Pears","2024","2024","kg/ha","25025.1","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01705","Peas, dry","2024","2024","kg/ha","2857.1","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01242","Peas, green","2024","2024","kg/ha","6900","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01346","Plums and sloes","2024","2024","kg/ha","3833.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01510","Potatoes","2024","2024","kg/ha","39592.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01235","Pumpkins, squash and gourds","2024","2024","kg/ha","39639.5","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01443","Rape or colza seed","2024","2024","kg/ha","3366.3","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01353.01","Raspberries","2024","2024","kg/ha","15363.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","02211","Raw milk of cattle","2024","2024","kg/An","8868","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","0116","Rye","2024","2024","kg/ha","3392.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01344.01","Sour cherries","2024","2024","kg/ha","312.5","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01215","Spinach","2024","2024","kg/ha","29561","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01354","Strawberries","2024","2024","kg/ha","37282.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01801","Sugar beet","2024","2024","kg/ha","75638.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","01234","Tomatoes","2024","2024","kg/ha","489413.8","A","Official figure",""
