Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","28132","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01520.01","Cassava, fresh","2020","2020","kg/ha","9858.1","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01520.01","Cassava, fresh","2021","2021","kg/ha","11454.9","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01520.01","Cassava, fresh","2022","2022","kg/ha","11658.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","10493.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01520.01","Cassava, fresh","2024","2024","kg/ha","10098.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01213","Cauliflowers and broccoli","2020","2020","kg/ha","7131.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01213","Cauliflowers and broccoli","2021","2021","kg/ha","7128.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01213","Cauliflowers and broccoli","2022","2022","kg/ha","7124.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01213","Cauliflowers and broccoli","2023","2023","kg/ha","7128.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","7127.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","kg/ha","3377.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2021","2021","kg/ha","3398.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","kg/ha","3421.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","3399.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2024","2024","kg/ha","3406.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01640","Cocoa beans","2020","2020","kg/ha","126.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01640","Cocoa beans","2021","2021","kg/ha","128.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01640","Cocoa beans","2022","2022","kg/ha","131","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01640","Cocoa beans","2023","2023","kg/ha","129.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01640","Cocoa beans","2024","2024","kg/ha","128.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01460","Coconuts, in shell","2020","2020","kg/ha","12000","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01460","Coconuts, in shell","2021","2021","kg/ha","12125.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01460","Coconuts, in shell","2022","2022","kg/ha","13069.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","13644.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01460","Coconuts, in shell","2024","2024","kg/ha","14108.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","926.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","1017.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","904.1","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","972.5","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01610","Coffee, green","2024","2024","kg/ha","753","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01232","Cucumbers and gherkins","2020","2020","kg/ha","9048.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01232","Cucumbers and gherkins","2021","2021","kg/ha","9051.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01232","Cucumbers and gherkins","2022","2022","kg/ha","9050.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01232","Cucumbers and gherkins","2023","2023","kg/ha","9050.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01232","Cucumbers and gherkins","2024","2024","kg/ha","9050.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","kg/ha","6891.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","kg/ha","7583.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","kg/ha","8473.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","kg/ha","8174.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2024","2024","kg/ha","8067.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01233","Eggplants (aubergines)","2020","2020","kg/ha","5212","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01233","Eggplants (aubergines)","2021","2021","kg/ha","5207.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01233","Eggplants (aubergines)","2022","2022","kg/ha","5205.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01233","Eggplants (aubergines)","2023","2023","kg/ha","5208.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01233","Eggplants (aubergines)","2024","2024","kg/ha","5206.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01657","Ginger, raw","2020","2020","kg/ha","11685.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01657","Ginger, raw","2021","2021","kg/ha","11689.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01657","Ginger, raw","2022","2022","kg/ha","11731.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01657","Ginger, raw","2023","2023","kg/ha","11677.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01657","Ginger, raw","2024","2024","kg/ha","11623.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","kg/ha","1085","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","kg/ha","1089.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","kg/ha","1084.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","1079.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0142","Groundnuts, excluding shelled","2024","2024","kg/ha","1089.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5413","Yield","0231","Hen eggs in shell, fresh","2020","2020","No/An","366","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2020","2020","g/An","23774","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5413","Yield","0231","Hen eggs in shell, fresh","2021","2021","No/An","326","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2021","2021","g/An","21185","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5413","Yield","0231","Hen eggs in shell, fresh","2022","2022","No/An","326","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2022","2022","g/An","21216","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5413","Yield","0231","Hen eggs in shell, fresh","2023","2023","No/An","326","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2023","2023","g/An","21196","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5413","Yield","0231","Hen eggs in shell, fresh","2024","2024","No/An","326","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2024","2024","g/An","21199","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01254","Leeks and other alliaceous vegetables","2020","2020","kg/ha","9060.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01254","Leeks and other alliaceous vegetables","2021","2021","kg/ha","9071.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01254","Leeks and other alliaceous vegetables","2022","2022","kg/ha","9610.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","9697.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01254","Leeks and other alliaceous vegetables","2024","2024","kg/ha","9671.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01322","Lemons and limes","2020","2020","kg/ha","21419.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01322","Lemons and limes","2021","2021","kg/ha","21242.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01322","Lemons and limes","2022","2022","kg/ha","21317.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","21326.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01322","Lemons and limes","2024","2024","kg/ha","21295.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01214","Lettuce and chicory","2020","2020","kg/ha","2787.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01214","Lettuce and chicory","2021","2021","kg/ha","2788","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01214","Lettuce and chicory","2022","2022","kg/ha","2787.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","2787.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01214","Lettuce and chicory","2024","2024","kg/ha","2787.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","1837.6","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","1740.6","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","1801.7","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","1866.2","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","1897.6","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","4869.5","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","7264.6","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","8642.1","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","8015.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01316","Mangoes, guavas and mangosteens","2024","2024","kg/ha","7868.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","kg/An","230","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","kg/An","231","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg/An","230","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","kg/An","230","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","kg/An","230","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2020","2020","g/An","1546","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2021","2021","g/An","1712","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2022","2022","g/An","1800","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2023","2023","g/An","1817","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2024","2024","g/An","1760","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2020","2020","kg/An","12","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2021","2021","kg/An","12","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2022","2022","kg/An","12","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2023","2023","kg/An","12","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21116","Meat of goat, fresh or chilled","2024","2024","kg/An","12","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","kg/An","81","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","kg/An","74","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg/An","74","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","kg/An","74","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","kg/An","74","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2020","2020","kg/An","15","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2021","2021","kg/An","15","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2022","2022","kg/An","15","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2023","2023","kg/An","15","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5417","Yield/Carcass Weight","21115","Meat of sheep, fresh or chilled","2024","2024","kg/An","15","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01491.01","Oil palm fruit","2020","2020","kg/ha","16749.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01491.01","Oil palm fruit","2021","2021","kg/ha","15350","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01491.01","Oil palm fruit","2022","2022","kg/ha","16180","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01491.01","Oil palm fruit","2023","2023","kg/ha","16073.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01491.01","Oil palm fruit","2024","2024","kg/ha","16400","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","19408.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","34007.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","35573.7","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","32335.2","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","29705.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.01","Onions and shallots, green","2020","2020","kg/ha","6574.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.01","Onions and shallots, green","2021","2021","kg/ha","6413.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.01","Onions and shallots, green","2022","2022","kg/ha","6449","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.01","Onions and shallots, green","2023","2023","kg/ha","6479.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01253.01","Onions and shallots, green","2024","2024","kg/ha","6447.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01323","Oranges","2020","2020","kg/ha","26630.3","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01323","Oranges","2021","2021","kg/ha","7792","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01323","Oranges","2022","2022","kg/ha","9760","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01323","Oranges","2023","2023","kg/ha","13133.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01323","Oranges","2024","2024","kg/ha","14470.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01241.90","Other beans, green","2020","2020","kg/ha","993.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","994.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","994.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","994.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","994.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","kg/ha","14745.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","kg/ha","14706.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","kg/ha","14485.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","14561.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","kg/ha","14504","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","6653.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","6459.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","6522.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","6544.2","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01359.90","Other fruits, n.e.c.","2024","2024","kg/ha","6508.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","kg/ha","369.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","kg/ha","369.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","kg/ha","369.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","kg/ha","369.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","kg/ha","369.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","1547.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","1545.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","1547.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","1549.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01449.90","Other oil seeds, n.e.c.","2024","2024","kg/ha","1552.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","kg/ha","6980.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01319","Other tropical fruits, n.e.c.","2021","2021","kg/ha","7385.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01319","Other tropical fruits, n.e.c.","2022","2022","kg/ha","7762.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","7913.9","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01319","Other tropical fruits, n.e.c.","2024","2024","kg/ha","8065.5","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","kg/ha","15602.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2021","2021","kg/ha","15742.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","15678.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","15697.7","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2024","2024","kg/ha","15717","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01317","Papayas","2020","2020","kg/ha","60091","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01317","Papayas","2021","2021","kg/ha","59900.1","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01317","Papayas","2022","2022","kg/ha","48537.4","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01317","Papayas","2023","2023","kg/ha","53842.8","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01317","Papayas","2024","2024","kg/ha","54003.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01651","Pepper (Piper spp.), raw","2020","2020","kg/ha","3975.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01651","Pepper (Piper spp.), raw","2021","2021","kg/ha","3953","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01651","Pepper (Piper spp.), raw","2022","2022","kg/ha","3887.6","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01651","Pepper (Piper spp.), raw","2023","2023","kg/ha","4532","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01651","Pepper (Piper spp.), raw","2024","2024","kg/ha","4269.3","E","Estimated value",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01318","Pineapples","2020","2020","kg/ha","66203.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01318","Pineapples","2021","2021","kg/ha","73458.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01318","Pineapples","2022","2022","kg/ha","65465.7","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01318","Pineapples","2023","2023","kg/ha","68516.4","A","Official figure",""
"QCL","Crops and livestock products","188","Costa Rica","5412","Yield","01318","Pineapples","2024","2024","kg/ha","58831.9","A","Official figure",""
